Name;Group4_infiltration_grass;
Description;;
Measure-Intervall;00:00:01;
;;

Time SN:46121 (S30X):P1;SN:46121 (S30X):P1 bar;Time SN:46121 (S30X):TOB1;SN:46121 (S30X):TOB1 Â°C;Time SN:46133 (S30X):P1;SN:46133 (S30X):P1 bar;Time SN:46133 (S30X):TOB1;SN:46133 (S30X):TOB1 Â°C;
05.06.2019 16:15:10.990;0.0131133;05.06.2019 16:15:11.015;16.5896606;05.06.2019 16:15:11.032;0.014634;05.06.2019 16:15:11.047;17.4778442;
05.06.2019 16:15:11.990;0.0131051;05.06.2019 16:15:12.007;16.5896606;05.06.2019 16:15:12.022;0.0146228;05.06.2019 16:15:12.038;17.4778442;
05.06.2019 16:15:12.990;0.0130952;05.06.2019 16:15:12.998;16.5896606;05.06.2019 16:15:13.014;0.0146285;05.06.2019 16:15:13.030;17.4778442;
05.06.2019 16:15:13.995;0.0130838;05.06.2019 16:15:14.021;16.5896606;05.06.2019 16:15:14.037;0.0146167;05.06.2019 16:15:14.053;17.487854;
05.06.2019 16:15:14.995;0.0130801;05.06.2019 16:15:15.013;16.5896606;05.06.2019 16:15:15.028;0.0145975;05.06.2019 16:15:15.045;17.487854;
05.06.2019 16:15:15.995;0.0130752;05.06.2019 16:15:16.020;16.5997314;05.06.2019 16:15:16.036;0.01461;05.06.2019 16:15:16.052;17.4778442;
05.06.2019 16:15:16.995;0.0130615;05.06.2019 16:15:17.011;16.5997314;05.06.2019 16:15:17.027;0.0145958;05.06.2019 16:15:17.043;17.4778442;
05.06.2019 16:15:17.995;0.0130537;05.06.2019 16:15:18.019;16.5896606;05.06.2019 16:15:18.035;0.0145993;05.06.2019 16:15:18.051;17.4979858;
05.06.2019 16:15:18.995;0.0130471;05.06.2019 16:15:19.010;16.5896606;05.06.2019 16:15:19.027;0.0145968;05.06.2019 16:15:19.042;17.4979858;
05.06.2019 16:15:19.995;0.0130384;05.06.2019 16:15:20.018;16.5997314;05.06.2019 16:15:20.034;0.0145889;05.06.2019 16:15:20.050;17.487854;
05.06.2019 16:15:20.995;0.0130308;05.06.2019 16:15:21.009;16.5997314;05.06.2019 16:15:21.025;0.0145778;05.06.2019 16:15:21.041;17.487854;
05.06.2019 16:15:21.996;0.0130243;05.06.2019 16:15:22.017;16.5997314;05.06.2019 16:15:22.033;0.0145637;05.06.2019 16:15:22.049;17.4979858;
05.06.2019 16:15:22.996;0.0130138;05.06.2019 16:15:23.024;16.5997314;05.06.2019 16:15:23.040;0.0145788;05.06.2019 16:15:23.056;17.4979858;
05.06.2019 16:15:23.996;0.0130053;05.06.2019 16:15:24.016;16.6098022;05.06.2019 16:15:24.032;0.0145687;05.06.2019 16:15:24.047;17.4979858;
05.06.2019 16:15:24.996;0.0130036;05.06.2019 16:15:25.023;16.6098022;05.06.2019 16:15:25.039;0.0145622;05.06.2019 16:15:25.055;17.4979858;
05.06.2019 16:15:25.996;0.0130055;05.06.2019 16:15:26.014;16.6098022;05.06.2019 16:15:26.030;0.0145729;05.06.2019 16:15:26.047;17.487854;
05.06.2019 16:15:26.996;0.0130008;05.06.2019 16:15:27.022;16.5997314;05.06.2019 16:15:27.038;0.0145702;05.06.2019 16:15:27.054;17.487854;
05.06.2019 16:15:27.996;0.0129983;05.06.2019 16:15:28.013;16.5997314;05.06.2019 16:15:28.029;0.0145663;05.06.2019 16:15:28.045;17.4877319;
05.06.2019 16:15:28.996;0.0129946;05.06.2019 16:15:29.021;16.5997314;05.06.2019 16:15:29.037;0.0145601;05.06.2019 16:15:29.053;17.4877319;
05.06.2019 16:15:29.996;0.0129903;05.06.2019 16:15:30.012;16.5997314;05.06.2019 16:15:30.028;0.0145695;05.06.2019 16:15:30.044;17.4979858;
05.06.2019 16:15:30.996;0.0129886;05.06.2019 16:15:31.020;16.6098022;05.06.2019 16:15:31.036;0.014557;05.06.2019 16:15:31.052;17.4979858;
05.06.2019 16:15:31.996;0.012982;05.06.2019 16:15:32.011;16.6098022;05.06.2019 16:15:32.027;0.0145481;05.06.2019 16:15:32.043;17.5079956;
05.06.2019 16:15:32.996;0.0129796;05.06.2019 16:15:33.019;16.5997314;05.06.2019 16:15:33.035;0.0145464;05.06.2019 16:15:33.051;17.5079956;
05.06.2019 16:15:33.996;0.0129803;05.06.2019 16:15:34.010;16.5997314;05.06.2019 16:15:34.026;0.0145381;05.06.2019 16:15:34.042;17.4979858;
05.06.2019 16:15:34.996;0.0129798;05.06.2019 16:15:35.017;16.6098022;05.06.2019 16:15:35.033;0.0145475;05.06.2019 16:15:35.049;17.4979858;
05.06.2019 16:15:35.986;0.0129771;05.06.2019 16:15:36.009;16.6098022;05.06.2019 16:15:36.025;0.0145499;05.06.2019 16:15:36.041;17.5079956;
05.06.2019 16:15:36.986;0.0129714;05.06.2019 16:15:37.015;16.619873;05.06.2019 16:15:37.032;0.01455;05.06.2019 16:15:37.048;17.5079956;
05.06.2019 16:15:37.986;0.0129662;05.06.2019 16:15:38.007;16.619873;05.06.2019 16:15:38.023;0.0145375;05.06.2019 16:15:38.039;17.5079956;
05.06.2019 16:15:38.976;0.0129651;05.06.2019 16:15:38.999;16.6098022;05.06.2019 16:15:39.015;0.0145487;05.06.2019 16:15:39.031;17.5079956;
05.06.2019 16:15:39.976;0.012964;05.06.2019 16:15:39.990;16.6098022;05.06.2019 16:15:40.006;0.0145428;05.06.2019 16:15:40.022;17.5079956;
05.06.2019 16:15:40.976;0.0129528;05.06.2019 16:15:40.997;16.619873;05.06.2019 16:15:41.013;0.0145314;05.06.2019 16:15:41.030;17.5079956;
05.06.2019 16:15:41.966;0.0129511;05.06.2019 16:15:41.989;16.619873;05.06.2019 16:15:42.005;0.0145412;05.06.2019 16:15:42.021;17.5181274;
05.06.2019 16:15:42.966;0.0129527;05.06.2019 16:15:42.980;16.619873;05.06.2019 16:15:42.997;0.0145419;05.06.2019 16:15:43.012;17.5181274;
05.06.2019 16:15:43.966;0.0129507;05.06.2019 16:15:43.988;16.619873;05.06.2019 16:15:44.004;0.0145381;05.06.2019 16:15:44.020;17.5181274;
05.06.2019 16:15:44.966;0.0129449;05.06.2019 16:15:44.995;16.619873;05.06.2019 16:15:45.011;0.0145366;05.06.2019 16:15:45.027;17.5181274;
05.06.2019 16:15:45.966;0.0129422;05.06.2019 16:15:45.987;16.619873;05.06.2019 16:15:46.003;0.0145304;05.06.2019 16:15:46.019;17.5281982;
05.06.2019 16:15:46.966;0.0129389;05.06.2019 16:15:46.994;16.619873;05.06.2019 16:15:47.010;0.0145102;05.06.2019 16:15:47.026;17.5281982;
05.06.2019 16:15:47.966;0.0129344;05.06.2019 16:15:47.986;16.619873;05.06.2019 16:15:48.002;0.0145156;05.06.2019 16:15:48.018;17.5281982;
05.06.2019 16:15:48.966;0.0129332;05.06.2019 16:15:48.993;16.6300049;05.06.2019 16:15:49.009;0.014516;05.06.2019 16:15:49.025;17.5281982;
05.06.2019 16:15:49.966;0.012929;05.06.2019 16:15:49.985;16.6300049;05.06.2019 16:15:50.001;0.0145241;05.06.2019 16:15:50.017;17.5281982;
05.06.2019 16:15:50.966;0.0129255;05.06.2019 16:15:50.992;16.6300049;05.06.2019 16:15:51.008;0.0145178;05.06.2019 16:15:51.024;17.5281982;
05.06.2019 16:15:51.966;0.0129235;05.06.2019 16:15:51.983;16.6300049;05.06.2019 16:15:51.999;0.0145051;05.06.2019 16:15:52.016;17.5280151;
05.06.2019 16:15:52.966;0.0129189;05.06.2019 16:15:52.991;16.6300049;05.06.2019 16:15:53.007;0.0145177;05.06.2019 16:15:53.023;17.5280151;
05.06.2019 16:15:53.966;0.0129182;05.06.2019 16:15:53.983;16.6300049;05.06.2019 16:15:53.999;0.0145007;05.06.2019 16:15:54.014;17.538147;
05.06.2019 16:15:54.966;0.012916;05.06.2019 16:15:54.990;16.6300049;05.06.2019 16:15:55.006;0.0144895;05.06.2019 16:15:55.022;17.538147;
05.06.2019 16:15:55.963;0.012909;05.06.2019 16:15:55.981;16.6300049;05.06.2019 16:15:55.997;0.014498;05.06.2019 16:15:56.013;17.5280151;
05.06.2019 16:15:56.963;0.0129067;05.06.2019 16:15:56.989;16.6300049;05.06.2019 16:15:57.005;0.0144827;05.06.2019 16:15:57.021;17.5280151;
05.06.2019 16:15:57.963;0.0128973;05.06.2019 16:15:57.980;16.6300049;05.06.2019 16:15:57.996;0.0144968;05.06.2019 16:15:58.012;17.5280151;
05.06.2019 16:15:58.963;0.0128935;05.06.2019 16:15:58.988;16.6300049;05.06.2019 16:15:59.004;0.0144715;05.06.2019 16:15:59.020;17.5280151;
05.06.2019 16:15:59.963;0.0128889;05.06.2019 16:15:59.979;16.6300049;05.06.2019 16:15:59.995;0.0144854;05.06.2019 16:16:00.011;17.5280151;
05.06.2019 16:16:00.963;0.0128871;05.06.2019 16:16:00.986;16.6300049;05.06.2019 16:16:01.002;0.0144886;05.06.2019 16:16:01.018;17.5280151;
05.06.2019 16:16:01.963;0.0128861;05.06.2019 16:16:01.978;16.6300049;05.06.2019 16:16:01.994;0.014467;05.06.2019 16:16:02.010;17.5380859;
05.06.2019 16:16:02.963;0.0128848;05.06.2019 16:16:02.986;16.6400757;05.06.2019 16:16:03.001;0.014471;05.06.2019 16:16:03.017;17.5380859;
05.06.2019 16:16:03.963;0.01288;05.06.2019 16:16:03.992;16.6400757;05.06.2019 16:16:04.009;0.0144617;05.06.2019 16:16:04.025;17.5380859;
05.06.2019 16:16:04.963;0.0128799;05.06.2019 16:16:04.984;16.6501465;05.06.2019 16:16:05.000;0.0144709;05.06.2019 16:16:05.016;17.5380859;
05.06.2019 16:16:05.953;0.0128786;05.06.2019 16:16:05.976;16.6501465;05.06.2019 16:16:05.992;0.0144529;05.06.2019 16:16:06.008;17.5380859;
05.06.2019 16:16:06.954;0.0128682;05.06.2019 16:16:06.983;16.6400757;05.06.2019 16:16:06.999;0.0144602;05.06.2019 16:16:07.015;17.5380859;
05.06.2019 16:16:07.954;0.0128613;05.06.2019 16:16:07.975;16.6400757;05.06.2019 16:16:07.991;0.0144618;05.06.2019 16:16:08.007;17.5380859;
05.06.2019 16:16:08.954;0.0128606;05.06.2019 16:16:08.982;16.6400757;05.06.2019 16:16:08.998;0.0144303;05.06.2019 16:16:09.014;17.5380859;
05.06.2019 16:16:09.954;0.0128543;05.06.2019 16:16:09.974;16.6400757;05.06.2019 16:16:09.990;0.01443;05.06.2019 16:16:10.006;17.5581665;
05.06.2019 16:16:10.954;0.0128461;05.06.2019 16:16:10.981;16.6501465;05.06.2019 16:16:10.997;0.0144166;05.06.2019 16:16:11.013;17.5581665;
05.06.2019 16:16:11.954;0.0128304;05.06.2019 16:16:11.973;16.6501465;05.06.2019 16:16:11.988;0.0144231;05.06.2019 16:16:12.005;17.5480957;
05.06.2019 16:16:12.954;0.0128299;05.06.2019 16:16:12.980;16.6501465;05.06.2019 16:16:12.996;0.0144011;05.06.2019 16:16:13.012;17.5480957;
05.06.2019 16:16:13.954;0.0128291;05.06.2019 16:16:13.971;16.6501465;05.06.2019 16:16:13.987;0.0144172;05.06.2019 16:16:14.003;17.5480957;
05.06.2019 16:16:14.954;0.0128313;05.06.2019 16:16:14.979;16.6602173;05.06.2019 16:16:14.995;0.0144038;05.06.2019 16:16:15.011;17.5480957;
05.06.2019 16:16:15.954;0.0128315;05.06.2019 16:16:15.970;16.6602173;05.06.2019 16:16:15.986;0.0144078;05.06.2019 16:16:16.002;17.5581665;
05.06.2019 16:16:16.954;0.0128281;05.06.2019 16:16:16.978;16.6501465;05.06.2019 16:16:16.995;0.0144175;05.06.2019 16:16:17.010;17.5581665;
05.06.2019 16:16:17.954;0.012828;05.06.2019 16:16:17.969;16.6501465;05.06.2019 16:16:17.985;0.0144094;05.06.2019 16:16:18.001;17.5480957;
05.06.2019 16:16:18.954;0.0128298;05.06.2019 16:16:18.977;16.6602173;05.06.2019 16:16:18.993;0.0143997;05.06.2019 16:16:19.009;17.5480957;
05.06.2019 16:16:19.954;0.0128249;05.06.2019 16:16:19.968;16.6602173;05.06.2019 16:16:19.984;0.0143942;05.06.2019 16:16:20.000;17.5581665;
05.06.2019 16:16:20.954;0.0128201;05.06.2019 16:16:20.976;16.6602173;05.06.2019 16:16:20.992;0.01439;05.06.2019 16:16:21.008;17.5581665;
05.06.2019 16:16:21.954;0.0128232;05.06.2019 16:16:21.982;16.6602173;05.06.2019 16:16:21.999;0.0143997;05.06.2019 16:16:22.015;17.5681763;
05.06.2019 16:16:22.954;0.0128176;05.06.2019 16:16:22.975;16.6501465;05.06.2019 16:16:22.990;0.0143951;05.06.2019 16:16:23.006;17.5681763;
05.06.2019 16:16:23.953;0.0128149;05.06.2019 16:16:23.982;16.6501465;05.06.2019 16:16:23.998;0.014388;05.06.2019 16:16:24.014;17.5681763;
05.06.2019 16:16:24.953;0.0128109;05.06.2019 16:16:24.974;16.6602173;05.06.2019 16:16:24.989;0.0143804;05.06.2019 16:16:25.005;17.5681763;
05.06.2019 16:16:25.953;0.0128076;05.06.2019 16:16:25.981;16.6602173;05.06.2019 16:16:25.997;0.0143888;05.06.2019 16:16:26.013;17.5681763;
05.06.2019 16:16:26.954;0.0128027;05.06.2019 16:16:26.973;16.6602173;05.06.2019 16:16:26.988;0.0143731;05.06.2019 16:16:27.004;17.5681763;
05.06.2019 16:16:27.954;0.0128023;05.06.2019 16:16:27.980;16.6602173;05.06.2019 16:16:27.996;0.0143641;05.06.2019 16:16:28.012;17.5782471;
05.06.2019 16:16:28.954;0.0127982;05.06.2019 16:16:28.971;16.6602173;05.06.2019 16:16:28.987;0.0143701;05.06.2019 16:16:29.003;17.5782471;
05.06.2019 16:16:29.954;0.0127971;05.06.2019 16:16:29.979;16.6602173;05.06.2019 16:16:29.995;0.0143685;05.06.2019 16:16:30.011;17.5782471;
05.06.2019 16:16:30.954;0.012796;05.06.2019 16:16:30.970;16.6703491;05.06.2019 16:16:30.986;0.0143659;05.06.2019 16:16:31.002;17.5782471;
05.06.2019 16:16:31.954;0.0127917;05.06.2019 16:16:31.978;16.6703491;05.06.2019 16:16:31.993;0.0143561;05.06.2019 16:16:32.010;17.5782471;
05.06.2019 16:16:32.954;0.0127883;05.06.2019 16:16:32.970;16.6703491;05.06.2019 16:16:32.985;0.0143435;05.06.2019 16:16:33.001;17.5782471;
05.06.2019 16:16:33.954;0.012783;05.06.2019 16:16:33.977;16.6703491;05.06.2019 16:16:33.992;0.014351;05.06.2019 16:16:34.008;17.5782471;
05.06.2019 16:16:34.954;0.0127799;05.06.2019 16:16:34.983;16.6703491;05.06.2019 16:16:35.000;0.0143502;05.06.2019 16:16:35.016;17.5782471;
05.06.2019 16:16:35.954;0.0127761;05.06.2019 16:16:35.976;16.6703491;05.06.2019 16:16:35.991;0.0143483;05.06.2019 16:16:36.007;17.5782471;
05.06.2019 16:16:36.944;0.012767;05.06.2019 16:16:36.966;16.6703491;05.06.2019 16:16:36.982;0.0143317;05.06.2019 16:16:36.998;17.5782471;
05.06.2019 16:16:37.934;0.0127621;05.06.2019 16:16:37.958;16.6703491;05.06.2019 16:16:37.973;0.0143403;05.06.2019 16:16:37.989;17.5883179;
05.06.2019 16:16:38.939;0.0127569;05.06.2019 16:16:38.965;16.6803589;05.06.2019 16:16:38.981;0.0143283;05.06.2019 16:16:38.997;17.5883179;
05.06.2019 16:16:39.939;0.0127556;05.06.2019 16:16:39.956;16.6803589;05.06.2019 16:16:39.972;0.0143242;05.06.2019 16:16:39.988;17.5883179;
05.06.2019 16:16:40.939;0.0127481;05.06.2019 16:16:40.964;16.6803589;05.06.2019 16:16:40.980;0.0143216;05.06.2019 16:16:40.996;17.5883179;
05.06.2019 16:16:41.939;0.0127477;05.06.2019 16:16:41.955;16.6803589;05.06.2019 16:16:41.971;0.0143039;05.06.2019 16:16:41.987;17.5883179;
05.06.2019 16:16:42.939;0.0127441;05.06.2019 16:16:42.963;16.6703491;05.06.2019 16:16:42.979;0.0142998;05.06.2019 16:16:42.995;17.5883179;
05.06.2019 16:16:43.939;0.0127378;05.06.2019 16:16:43.954;16.6703491;05.06.2019 16:16:43.970;0.0143033;05.06.2019 16:16:43.986;17.5883179;
05.06.2019 16:16:44.939;0.012731;05.06.2019 16:16:44.962;16.6803589;05.06.2019 16:16:44.978;0.0142887;05.06.2019 16:16:44.994;17.5883179;
05.06.2019 16:16:45.939;0.0127213;05.06.2019 16:16:45.953;16.6803589;05.06.2019 16:16:45.969;0.0142821;05.06.2019 16:16:45.985;17.5983887;
05.06.2019 16:16:46.939;0.0127132;05.06.2019 16:16:46.961;16.6803589;05.06.2019 16:16:46.976;0.0142592;05.06.2019 16:16:46.992;17.5983887;
05.06.2019 16:16:47.929;0.012709;05.06.2019 16:16:47.952;16.6803589;05.06.2019 16:16:47.968;0.0142699;05.06.2019 16:16:47.984;17.6084595;
05.06.2019 16:16:48.929;0.0126999;05.06.2019 16:16:48.943;16.6803589;05.06.2019 16:16:48.960;0.0142609;05.06.2019 16:16:48.975;17.6084595;
05.06.2019 16:16:49.929;0.0126985;05.06.2019 16:16:49.951;16.6803589;05.06.2019 16:16:49.967;0.0142575;05.06.2019 16:16:49.983;17.5983887;
05.06.2019 16:16:50.929;0.0127006;05.06.2019 16:16:50.958;16.6904907;05.06.2019 16:16:50.974;0.0142639;05.06.2019 16:16:50.990;17.5983887;
05.06.2019 16:16:51.929;0.0127005;05.06.2019 16:16:51.950;16.6904907;05.06.2019 16:16:51.966;0.014259;05.06.2019 16:16:51.982;17.6084595;
05.06.2019 16:16:52.929;0.0127014;05.06.2019 16:16:52.957;16.6904907;05.06.2019 16:16:52.973;0.0142481;05.06.2019 16:16:52.989;17.6084595;
05.06.2019 16:16:53.929;0.0126979;05.06.2019 16:16:53.949;16.6904907;05.06.2019 16:16:53.965;0.0142649;05.06.2019 16:16:53.981;17.6084595;
05.06.2019 16:16:54.929;0.0126966;05.06.2019 16:16:54.956;16.6904907;05.06.2019 16:16:54.972;0.0142666;05.06.2019 16:16:54.988;17.6084595;
05.06.2019 16:16:55.929;0.0126969;05.06.2019 16:16:55.948;16.6904907;05.06.2019 16:16:55.964;0.0142535;05.06.2019 16:16:55.980;17.6084595;
05.06.2019 16:16:56.929;0.0126924;05.06.2019 16:16:56.955;16.6904907;05.06.2019 16:16:56.971;0.0142622;05.06.2019 16:16:56.987;17.6084595;
05.06.2019 16:16:57.929;0.0126909;05.06.2019 16:16:57.947;16.6904907;05.06.2019 16:16:57.963;0.014249;05.06.2019 16:16:57.979;17.6185303;
05.06.2019 16:16:58.929;0.0126868;05.06.2019 16:16:58.954;16.6904907;05.06.2019 16:16:58.970;0.0142575;05.06.2019 16:16:58.986;17.6185303;
05.06.2019 16:16:59.929;0.0126839;05.06.2019 16:16:59.945;16.6904907;05.06.2019 16:16:59.961;0.0142447;05.06.2019 16:16:59.977;17.6185303;
05.06.2019 16:17:00.929;0.0126823;05.06.2019 16:17:00.953;16.6904907;05.06.2019 16:17:00.969;0.0142353;05.06.2019 16:17:00.985;17.6084595;
05.06.2019 16:17:01.929;0.0126811;05.06.2019 16:17:01.945;16.6904907;05.06.2019 16:17:01.961;0.0142347;05.06.2019 16:17:01.976;17.6084595;
05.06.2019 16:17:02.929;0.0126754;05.06.2019 16:17:02.952;16.7005615;05.06.2019 16:17:02.968;0.0142274;05.06.2019 16:17:02.984;17.62854;
05.06.2019 16:17:03.929;0.0126681;05.06.2019 16:17:03.943;16.7005615;05.06.2019 16:17:03.959;0.0142283;05.06.2019 16:17:03.975;17.62854;
05.06.2019 16:17:04.929;0.0126614;05.06.2019 16:17:04.951;16.7005615;05.06.2019 16:17:04.967;0.0142158;05.06.2019 16:17:04.983;17.6185303;
05.06.2019 16:17:05.929;0.0126566;05.06.2019 16:17:05.958;16.7005615;05.06.2019 16:17:05.974;0.0142131;05.06.2019 16:17:05.990;17.62854;
05.06.2019 16:17:06.929;0.0126499;05.06.2019 16:17:06.950;16.7005615;05.06.2019 16:17:06.966;0.0142176;05.06.2019 16:17:06.982;17.62854;
05.06.2019 16:17:07.929;0.0126448;05.06.2019 16:17:07.957;16.7005615;05.06.2019 16:17:07.973;0.0142027;05.06.2019 16:17:07.989;17.62854;
05.06.2019 16:17:08.929;0.0126386;05.06.2019 16:17:08.949;16.7005615;05.06.2019 16:17:08.965;0.0142035;05.06.2019 16:17:08.981;17.62854;
05.06.2019 16:17:09.929;0.0126377;05.06.2019 16:17:09.956;16.7005615;05.06.2019 16:17:09.972;0.0141937;05.06.2019 16:17:09.988;17.62854;
05.06.2019 16:17:10.929;0.0126347;05.06.2019 16:17:10.948;16.7005615;05.06.2019 16:17:10.963;0.0141879;05.06.2019 16:17:10.980;17.62854;
05.06.2019 16:17:11.929;0.0126333;05.06.2019 16:17:11.955;16.7005615;05.06.2019 16:17:11.971;0.0141879;05.06.2019 16:17:11.987;17.62854;
05.06.2019 16:17:12.929;0.012628;05.06.2019 16:17:12.946;16.7005615;05.06.2019 16:17:12.962;0.01419;05.06.2019 16:17:12.978;17.62854;
05.06.2019 16:17:13.929;0.0126236;05.06.2019 16:17:13.954;16.7005615;05.06.2019 16:17:13.970;0.0141749;05.06.2019 16:17:13.986;17.6386108;
05.06.2019 16:17:14.929;0.0126198;05.06.2019 16:17:14.945;16.7106323;05.06.2019 16:17:14.961;0.0141858;05.06.2019 16:17:14.977;17.6386108;
05.06.2019 16:17:15.929;0.0126176;05.06.2019 16:17:15.953;16.7106323;05.06.2019 16:17:15.969;0.0141661;05.06.2019 16:17:15.985;17.6386108;
05.06.2019 16:17:16.930;0.0126152;05.06.2019 16:17:16.944;16.7106323;05.06.2019 16:17:16.960;0.0141612;05.06.2019 16:17:16.976;17.6386108;
05.06.2019 16:17:17.930;0.0126078;05.06.2019 16:17:17.951;16.7106323;05.06.2019 16:17:17.968;0.0141556;05.06.2019 16:17:17.984;17.6386108;
05.06.2019 16:17:18.930;0.0126074;05.06.2019 16:17:18.959;16.7106323;05.06.2019 16:17:18.975;0.0141617;05.06.2019 16:17:18.991;17.6386108;
05.06.2019 16:17:19.930;0.0126016;05.06.2019 16:17:19.951;16.7106323;05.06.2019 16:17:19.966;0.0141504;05.06.2019 16:17:19.983;17.6386108;
05.06.2019 16:17:20.929;0.012599;05.06.2019 16:17:20.958;16.7106323;05.06.2019 16:17:20.974;0.0141565;05.06.2019 16:17:20.990;17.6386108;
05.06.2019 16:17:21.927;0.0125963;05.06.2019 16:17:21.949;16.7106323;05.06.2019 16:17:21.965;0.0141437;05.06.2019 16:17:21.981;17.6386108;
05.06.2019 16:17:22.927;0.0125928;05.06.2019 16:17:22.956;16.7106323;05.06.2019 16:17:22.973;0.0141406;05.06.2019 16:17:22.989;17.6386108;
05.06.2019 16:17:23.927;0.0125872;05.06.2019 16:17:23.948;16.7106323;05.06.2019 16:17:23.964;0.0141481;05.06.2019 16:17:23.980;17.6486816;
05.06.2019 16:17:24.917;0.0125825;05.06.2019 16:17:24.940;16.7106323;05.06.2019 16:17:24.956;0.0141372;05.06.2019 16:17:24.972;17.6486816;
05.06.2019 16:17:25.917;0.0125783;05.06.2019 16:17:25.932;16.7106323;05.06.2019 16:17:25.948;0.0141283;05.06.2019 16:17:25.963;17.6486816;
05.06.2019 16:17:26.917;0.0125721;05.06.2019 16:17:26.939;16.7207031;05.06.2019 16:17:26.955;0.0141167;05.06.2019 16:17:26.971;17.6486816;
05.06.2019 16:17:27.907;0.0125654;05.06.2019 16:17:27.933;16.7207031;05.06.2019 16:17:27.946;0.0141186;05.06.2019 16:17:27.962;17.6486816;
05.06.2019 16:17:28.907;0.0125583;05.06.2019 16:17:28.921;16.7307739;05.06.2019 16:17:28.939;0.0141089;05.06.2019 16:17:28.953;17.6486816;
05.06.2019 16:17:29.907;0.0125572;05.06.2019 16:17:29.931;16.7307739;05.06.2019 16:17:29.945;0.0141053;05.06.2019 16:17:29.961;17.6486816;
05.06.2019 16:17:30.907;0.0125533;05.06.2019 16:17:30.936;16.7207031;05.06.2019 16:17:30.952;0.0140909;05.06.2019 16:17:30.968;17.6386108;
05.06.2019 16:17:31.907;0.012551;05.06.2019 16:17:31.928;16.7207031;05.06.2019 16:17:31.944;0.0140953;05.06.2019 16:17:31.960;17.6386108;
05.06.2019 16:17:32.897;0.012545;05.06.2019 16:17:32.919;16.7207031;05.06.2019 16:17:32.935;0.0140879;05.06.2019 16:17:32.951;17.6586914;
05.06.2019 16:17:33.897;0.0125414;05.06.2019 16:17:33.911;16.7207031;05.06.2019 16:17:33.928;0.0140889;05.06.2019 16:17:33.943;17.6586914;
05.06.2019 16:17:34.897;0.0125402;05.06.2019 16:17:34.918;16.7307739;05.06.2019 16:17:34.936;0.0140943;05.06.2019 16:17:34.974;17.6586914;
05.06.2019 16:17:35.897;0.0125392;05.06.2019 16:17:35.927;16.7307739;05.06.2019 16:17:35.942;0.0140937;05.06.2019 16:17:35.958;17.6586914;
05.06.2019 16:17:36.897;0.0125411;05.06.2019 16:17:36.917;16.7207031;05.06.2019 16:17:36.933;0.0140886;05.06.2019 16:17:36.948;17.6586914;
05.06.2019 16:17:37.897;0.0125409;05.06.2019 16:17:37.924;16.7207031;05.06.2019 16:17:37.942;0.0140827;05.06.2019 16:17:37.958;17.6586914;
05.06.2019 16:17:38.897;0.0125389;05.06.2019 16:17:38.915;16.7307739;05.06.2019 16:17:38.932;0.0140988;05.06.2019 16:17:38.949;17.6586914;
05.06.2019 16:17:39.897;0.0125369;05.06.2019 16:17:39.923;16.7307739;05.06.2019 16:17:39.939;0.0140745;05.06.2019 16:17:39.955;17.6586914;
05.06.2019 16:17:40.897;0.0125351;05.06.2019 16:17:40.914;16.7307739;05.06.2019 16:17:40.930;0.014091;05.06.2019 16:17:40.946;17.6586914;
05.06.2019 16:17:41.898;0.012536;05.06.2019 16:17:41.922;16.7307739;05.06.2019 16:17:41.940;0.0140817;05.06.2019 16:17:41.955;17.6586914;
05.06.2019 16:17:42.898;0.0125348;05.06.2019 16:17:42.913;16.7207031;05.06.2019 16:17:42.931;0.0140952;05.06.2019 16:17:42.947;17.6687622;
05.06.2019 16:17:43.898;0.0125356;05.06.2019 16:17:43.921;16.7207031;05.06.2019 16:17:43.937;0.0140909;05.06.2019 16:17:43.953;17.6687622;
05.06.2019 16:17:44.897;0.0125333;05.06.2019 16:17:44.912;16.7409058;05.06.2019 16:17:44.929;0.0140786;05.06.2019 16:17:44.946;17.6687622;
05.06.2019 16:17:45.897;0.0125292;05.06.2019 16:17:45.920;16.7409058;05.06.2019 16:17:45.937;0.0140709;05.06.2019 16:17:45.967;17.6687622;
05.06.2019 16:17:46.898;0.0125226;05.06.2019 16:17:46.927;16.7307739;05.06.2019 16:17:46.943;0.0140723;05.06.2019 16:17:46.959;17.6687622;
05.06.2019 16:17:47.897;0.01252;05.06.2019 16:17:47.919;16.7307739;05.06.2019 16:17:47.936;0.0140598;05.06.2019 16:17:47.950;17.6687622;
05.06.2019 16:17:48.897;0.0125144;05.06.2019 16:17:48.926;16.7409058;05.06.2019 16:17:48.942;0.0140566;05.06.2019 16:17:48.958;17.678772;
05.06.2019 16:17:49.898;0.012509;05.06.2019 16:17:49.918;16.7409058;05.06.2019 16:17:49.935;0.0140667;05.06.2019 16:17:49.951;17.678772;
05.06.2019 16:17:50.887;0.0125009;05.06.2019 16:17:50.909;16.7307739;05.06.2019 16:17:50.925;0.0140442;05.06.2019 16:17:50.942;17.678772;
05.06.2019 16:17:51.887;0.0124955;05.06.2019 16:17:51.916;16.7307739;05.06.2019 16:17:51.933;0.0140288;05.06.2019 16:17:51.950;17.678772;
05.06.2019 16:17:52.888;0.0124876;05.06.2019 16:17:52.908;16.7409058;05.06.2019 16:17:52.924;0.0140293;05.06.2019 16:17:52.940;17.6687622;
