Time ;depth, cm;Flow up, (Hz);Flow down, (Hz);..;
pumpingpoint;13.00;979.00;4.79;0.00;275493.000000
pumpingpoint;13.00;979.00;4.79;0.00;275493.000000
pumpingpoint;13.00;980.00;4.79;0.00;274243.000000
pumpingpoint;13.00;980.00;4.79;0.00;274243.000000
pumpingpoint;13.00;981.00;4.89;0.00;274243.000000
pumpingpoint;13.00;981.00;4.89;0.00;274243.000000
pumpingpoint;13.00;981.00;4.89;0.00;274243.000000
pumpingpoint;13.00;982.00;4.89;0.00;274243.000000
pumpingpoint;13.00;982.00;4.89;0.00;274243.000000
pumpingpoint;13.00;982.00;4.89;0.00;274243.000000
pumpingpoint;13.00;983.00;4.89;0.00;274243.000000
pumpingpoint;13.00;983.00;4.89;0.00;274243.000000
pumpingpoint;13.00;983.00;4.73;0.00;274243.000000
pumpingpoint;13.00;984.00;4.73;0.00;276033.000000
pumpingpoint;13.00;984.00;4.73;0.00;276033.000000
pumpingpoint;13.00;985.00;4.73;0.00;276033.000000
pumpingpoint;14.00;985.00;4.73;0.00;276033.000000
pumpingpoint;14.00;985.00;4.73;0.00;276033.000000
pumpingpoint;14.00;986.00;4.73;0.00;276033.000000
pumpingpoint;14.00;986.00;4.73;0.00;276033.000000
pumpingpoint;14.00;986.00;4.73;0.00;276033.000000
pumpingpoint;14.00;987.00;4.80;0.00;276033.000000
pumpingpoint;14.00;987.00;4.80;0.00;276033.000000
pumpingpoint;14.00;987.00;4.80;0.00;276033.000000
pumpingpoint;14.00;988.00;4.80;0.00;276769.000000
pumpingpoint;14.00;988.00;4.80;0.00;276769.000000
pumpingpoint;14.00;988.00;4.80;0.00;276769.000000
pumpingpoint;14.00;989.00;4.80;0.00;276769.000000
pumpingpoint;14.00;989.00;4.80;0.00;276769.000000
pumpingpoint;14.00;990.00;4.84;0.00;276769.000000
pumpingpoint;14.00;990.00;4.84;0.00;276769.000000
pumpingpoint;14.00;990.00;4.84;0.00;276769.000000
pumpingpoint;14.00;991.00;4.84;0.00;276769.000000
pumpingpoint;14.00;991.00;4.84;0.00;276769.000000
pumpingpoint;14.00;991.00;4.84;0.00;276769.000000
pumpingpoint;14.00;992.00;4.84;0.00;277097.000000
pumpingpoint;15.00;992.00;4.84;0.00;277097.000000
pumpingpoint;15.00;992.00;4.76;0.00;277097.000000
pumpingpoint;15.00;993.00;4.76;0.00;277097.000000
pumpingpoint;15.00;993.00;4.76;0.00;277097.000000
pumpingpoint;15.00;994.00;4.76;0.00;277097.000000
pumpingpoint;15.00;994.00;4.76;0.00;277097.000000
pumpingpoint;15.00;994.00;4.76;0.00;277097.000000
pumpingpoint;15.00;995.00;4.76;0.00;277097.000000
pumpingpoint;15.00;995.00;4.76;0.00;277097.000000
pumpingpoint;15.00;995.00;4.82;0.00;277097.000000
pumpingpoint;15.00;996.00;4.82;0.00;272642.000000
pumpingpoint;15.00;996.00;4.82;0.00;272642.000000
pumpingpoint;15.00;996.00;4.82;0.00;272642.000000
pumpingpoint;15.00;997.00;4.82;0.00;272642.000000
pumpingpoint;15.00;997.00;4.82;0.00;272642.000000
pumpingpoint;15.00;998.00;4.82;0.00;272642.000000
pumpingpoint;15.00;998.00;4.82;0.00;272642.000000
pumpingpoint;15.00;998.00;4.82;0.00;272642.000000
pumpingpoint;15.00;999.00;4.88;0.00;272642.000000
pumpingpoint;15.00;999.00;4.88;0.00;272642.000000
pumpingpoint;16.00;999.00;4.88;0.00;272642.000000
pumpingpoint;16.00;1000.00;4.88;0.00;278194.000000
pumpingpoint;16.00;1000.00;4.88;0.00;278194.000000
pumpingpoint;16.00;1000.00;4.88;0.00;278194.000000
pumpingpoint;16.00;1001.00;4.88;0.00;278194.000000
pumpingpoint;16.00;1001.00;4.88;0.00;278194.000000
pumpingpoint;16.00;1001.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1002.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1003.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1003.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1003.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1003.00;4.74;0.00;278194.000000
pumpingpoint;16.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;16.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;16.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.26;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;17.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.16;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;18.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.23;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.20;0.00;278194.000000
pumpingpoint;19.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;20.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.14;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;21.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;22.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.18;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;23.00;1003.00;3.19;0.00;278194.000000
pumpingpoint;0.00;1052.00;2.86;0.00;275828.000000
pumpingpoint;0.00;1052.00;2.86;0.00;275828.000000
pumpingpoint;1.00;1052.00;2.86;0.00;275828.000000
pumpingpoint;1.00;1052.00;2.86;0.00;275828.000000
pumpingpoint;1.00;1052.00;2.86;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.12;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;1.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;2.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.83;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;3.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.97;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;4.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;5.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;5.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;5.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;5.00;1052.00;2.87;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;5.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;6.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;3.02;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;7.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.89;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;8.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.94;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;3.03;0.00;275828.000000
pumpingpoint;9.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.93;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;10.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;2.98;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.07;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;11.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;12.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;12.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;12.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;12.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;12.00;1052.00;3.00;0.00;275828.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;0.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.16;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.11;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.11;0.00;299648.000000
pumpingpoint;1.00;1102.00;2.11;0.00;299648.000000
