06-02079,Port1,Port2,Port3,Port4,Port4,Port4,Port5,Port5,Port6,Port6,Port7,Port7,Port8,Port8
# Records: 24601,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m³/m³ Water Content, m³/m³ Water Content, m³/m³ Water Content, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, °C Soil Temperature, kPa Matric Potential, °C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
2018-10-21 07:15:00,0.132,0.15,0.131,0.078,13.4,-3.028,-99999.0,12.8,-99999.0,13.4,80,6364,97.3,8.4
2018-10-21 07:30:00,0.132,0.15,0.131,0.078,13.4,-3.142,-99999.0,12.8,-99999.0,13.4,80,6363,97.3,8.3
2018-10-21 07:45:00,0.132,0.15,0.131,0.078,13.4,-3.042,-99999.0,12.8,-99999.0,13.4,80,6362,97.3,8.1
2018-10-21 08:00:00,0.132,0.15,0.131,0.078,13.4,-2.985,-99999.0,12.8,-99999.0,13.4,80,6363,97.31,8.0
2018-10-21 08:15:00,0.132,0.15,0.131,0.078,13.4,-3.171,-99999.0,12.8,-99999.0,13.4,80,6363,97.32,8.0
2018-10-21 08:30:00,0.132,0.15,0.131,0.078,13.4,-2.936,-99999.0,12.8,-99999.0,13.4,80,6361,97.33,8.1
2018-10-21 08:45:00,0.132,0.15,0.131,0.078,13.4,-3.164,-99999.0,12.7,-99999.0,13.4,80,6361,97.34,8.3
2018-10-21 09:00:00,0.132,0.15,0.132,0.078,13.4,-3.049,-99999.0,12.7,-99999.0,13.4,80,6364,97.36,8.5
2018-10-21 09:15:00,0.132,0.15,0.132,0.078,13.4,-3.08,-99999.0,12.7,-99999.0,13.4,80,6360,97.35,8.7
2018-10-21 09:30:00,0.132,0.15,0.132,0.078,13.4,-3.109,-99999.0,12.7,-99999.0,13.4,80,6363,97.35,8.9
2018-10-21 09:45:00,0.132,0.15,0.132,0.078,13.4,-3.164,-99999.0,12.6,-99999.0,13.4,80,6363,97.36,9.0
2018-10-21 10:00:00,0.132,0.15,0.132,0.078,13.4,-2.876,-99999.0,12.6,-99999.0,13.4,80,6363,97.35,9.1
2018-10-21 10:15:00,0.132,0.15,0.132,0.078,13.4,-3.171,-99999.0,12.6,-99999.0,13.4,80,6361,97.34,9.3
2018-10-21 10:30:00,0.132,0.15,0.132,0.078,13.4,-2.916,-99999.0,12.6,-99999.0,13.4,80,6364,97.33,9.5
2018-10-21 10:45:00,0.132,0.15,0.132,0.078,13.3,-3.064,-99999.0,12.6,-99999.0,13.4,80,6362,97.33,9.8
2018-10-21 11:00:00,0.132,0.15,0.132,0.078,13.3,-3.187,-99999.0,12.5,-99999.0,13.4,80,6362,97.33,10.2
2018-10-21 11:15:00,0.132,0.15,0.132,0.078,13.3,-3.093,-99999.0,12.5,-99999.0,13.4,80,6361,97.33,10.6
2018-10-21 11:30:00,0.132,0.15,0.132,0.078,13.3,-3.194,-99999.0,12.5,-99999.0,13.4,80,6362,97.32,10.9
2018-10-21 11:45:00,0.132,0.15,0.133,0.078,13.3,-3.065,-99999.0,12.5,-99999.0,13.4,80,6363,97.31,11.4
2018-10-21 12:00:00,0.132,0.15,0.132,0.078,13.3,-3.414,-99999.0,12.5,-99999.0,13.4,80,6366,97.3,11.9
2018-10-21 12:15:00,0.132,0.15,0.132,0.078,13.3,-3.154,-99999.0,12.5,-99999.0,13.4,80,6365,97.29,12.3
2018-10-21 12:30:00,0.132,0.15,0.132,0.078,13.3,-3.006,-99999.0,12.5,-99999.0,13.4,80,6363,97.27,12.8
2018-10-21 12:45:00,0.132,0.15,0.132,0.078,13.3,-3.26,-99999.0,12.4,-99999.0,13.4,81,6367,97.26,13.3
2018-10-21 13:00:00,0.132,0.15,0.132,0.078,13.3,-3.261,-99999.0,12.4,-99999.0,13.4,81,6369,97.23,13.8
2018-10-21 13:15:00,0.132,0.15,0.133,0.078,13.3,-3.172,-99999.0,12.4,-99999.0,13.4,81,6369,97.21,14.2
2018-10-21 13:30:00,0.132,0.15,0.133,0.078,13.3,-3.105,-99999.0,12.4,-99999.0,13.4,81,6371,97.18,14.7
2018-10-21 13:45:00,0.131,0.15,0.133,0.078,13.3,-3.112,-99999.0,12.4,-99999.0,13.4,82,6374,97.16,15.1
2018-10-21 14:00:00,0.131,0.15,0.133,0.078,13.3,-3.436,-99999.0,12.4,-99999.0,13.4,82,6375,97.15,15.6
2018-10-21 14:15:00,0.131,0.15,0.133,0.078,13.3,-3.227,-99999.0,12.4,-99999.0,13.4,82,6376,97.13,15.8
2018-10-21 14:30:00,0.131,0.15,0.133,0.078,13.3,-3.366,-99999.0,12.4,-99999.0,13.4,82,6380,97.11,16.1
2018-10-21 14:45:00,0.131,0.15,0.133,0.078,13.3,-3.299,-99999.0,12.4,-99999.0,13.4,82,6380,97.1,16.5
2018-10-21 15:00:00,0.131,0.15,0.133,0.078,13.3,-3.366,-99999.0,12.4,-99999.0,13.3,83,6384,97.09,16.4
2018-10-21 15:15:00,0.131,0.15,0.133,0.078,13.3,-3.428,-99999.0,12.4,-99999.0,13.3,83,6384,97.09,16.4
2018-10-21 15:30:00,0.131,0.15,0.133,0.078,13.3,-3.299,-99999.0,12.5,-99999.0,13.3,83,6381,97.07,16.3
2018-10-21 15:45:00,0.131,0.15,0.133,0.078,13.3,-3.234,-99999.0,12.5,-99999.0,13.3,82,6380,97.07,16.2
2018-10-21 16:00:00,0.131,0.15,0.133,0.078,13.3,-3.105,-99999.0,12.5,-99999.0,13.3,83,6386,97.06,16.2
2018-10-21 16:15:00,0.131,0.151,0.134,0.078,13.3,-3.055,-99999.0,12.5,-99999.0,13.3,83,6386,97.05,16.8
2018-10-21 16:30:00,0.131,0.151,0.133,0.078,13.3,-3.172,-99999.0,12.5,-99999.0,13.3,83,6385,97.05,16.8
2018-10-21 16:45:00,0.131,0.15,0.133,0.078,13.3,-3.172,-99999.0,12.6,-99999.0,13.3,83,6386,97.05,16.3
2018-10-21 17:00:00,0.131,0.151,0.133,0.078,13.2,-3.055,-99999.0,12.6,-99999.0,13.3,83,6385,97.05,15.9
2018-10-21 17:15:00,0.131,0.15,0.133,0.078,13.2,-3.0,-99999.0,12.6,-99999.0,13.3,83,6385,97.04,15.5
2018-10-21 17:30:00,0.131,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.6,-99999.0,13.3,83,6382,97.02,15.1
2018-10-21 17:45:00,0.131,0.15,0.132,0.078,13.2,-3.114,-99999.0,12.6,-99999.0,13.3,83,6384,97.02,14.7
2018-10-21 18:00:00,0.131,0.15,0.132,0.078,13.2,-3.0,-99999.0,12.7,-99999.0,13.3,83,6385,97.03,14.4
2018-10-21 18:15:00,0.131,0.15,0.132,0.078,13.2,-3.056,-99999.0,12.7,-99999.0,13.3,83,6382,97.03,14.0
2018-10-21 18:30:00,0.131,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.7,-99999.0,13.3,82,6380,97.04,13.8
2018-10-21 18:45:00,0.132,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.7,-99999.0,13.3,83,6382,97.05,13.5
2018-10-21 19:00:00,0.131,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.7,-99999.0,13.3,83,6381,97.06,13.2
2018-10-21 19:15:00,0.131,0.15,0.132,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,83,6381,97.07,13.0
2018-10-21 19:30:00,0.131,0.15,0.132,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,82,6378,97.06,12.7
2018-10-21 19:45:00,0.132,0.15,0.132,0.078,13.2,-3.36,-99999.0,12.8,-99999.0,13.3,83,6381,97.06,12.4
2018-10-21 20:00:00,0.132,0.15,0.132,0.078,13.2,-3.511,-99999.0,12.8,-99999.0,13.3,82,6379,97.07,12.1
2018-10-21 20:15:00,0.132,0.15,0.132,0.078,13.2,-3.301,-99999.0,12.8,-99999.0,13.3,82,6378,97.07,11.8
2018-10-21 20:30:00,0.132,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.8,-99999.0,13.3,83,6381,97.06,11.6
2018-10-21 20:45:00,0.132,0.15,0.132,0.078,13.2,-3.368,-99999.0,12.8,-99999.0,13.3,82,6377,97.06,11.4
2018-10-21 21:00:00,0.132,0.15,0.132,0.078,13.2,-3.511,-99999.0,12.8,-99999.0,13.3,82,6378,97.05,11.3
2018-10-21 21:15:00,0.132,0.15,0.132,0.078,13.2,-3.174,-99999.0,12.8,-99999.0,13.3,82,6378,97.05,11.1
2018-10-21 21:30:00,0.132,0.15,0.131,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,82,6374,97.04,10.9
2018-10-21 21:45:00,0.132,0.15,0.131,0.078,13.2,-3.368,-99999.0,12.8,-99999.0,13.3,82,6375,97.04,10.7
2018-10-21 22:00:00,0.132,0.15,0.131,0.078,13.2,-3.301,-99999.0,12.8,-99999.0,13.3,82,6375,97.04,10.6
2018-10-21 22:15:00,0.132,0.15,0.131,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,82,6377,97.04,10.5
2018-10-21 22:30:00,0.132,0.15,0.131,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,82,6374,97.04,10.5
2018-10-21 22:45:00,0.132,0.15,0.131,0.078,13.2,-3.438,-99999.0,12.8,-99999.0,13.3,81,6373,97.04,10.3
2018-10-21 23:00:00,0.132,0.15,0.131,0.078,13.2,-3.301,-99999.0,12.8,-99999.0,13.3,81,6372,97.04,10.2
2018-10-21 23:15:00,0.132,0.15,0.131,0.078,13.2,-3.587,-99999.0,12.8,-99999.0,13.3,81,6372,97.05,10.0
2018-10-21 23:30:00,0.132,0.15,0.131,0.078,13.2,-3.438,-99999.0,12.8,-99999.0,13.3,81,6372,97.06,10.1
2018-10-21 23:45:00,0.132,0.15,0.131,0.078,13.2,-3.236,-99999.0,12.8,-99999.0,13.3,82,6375,97.07,10.1
2018-10-22 00:00:00,0.132,0.15,0.131,0.078,13.2,-3.438,-99999.0,12.8,-99999.0,13.3,81,6373,97.07,10.0
2018-10-22 00:15:00,0.132,0.15,0.131,0.078,13.2,-3.114,-99999.0,12.8,-99999.0,13.3,77,6343,97.07,10.2
2018-10-22 00:30:00,0.132,0.15,0.131,0.078,13.2,-3.056,-99999.0,12.7,-99999.0,13.3,78,6349,97.06,10.1
2018-10-22 00:45:00,0.132,0.15,0.131,0.078,13.2,-3.368,-99999.0,12.7,-99999.0,13.3,78,6352,97.06,9.9
2018-10-22 01:00:00,0.132,0.15,0.131,0.078,13.2,-3.301,-99999.0,12.7,-99999.0,13.3,78,6350,97.07,9.6
2018-10-22 01:15:00,0.132,0.15,0.13,0.078,13.2,-3.174,-99999.0,12.7,-99999.0,13.3,78,6352,97.08,9.4
2018-10-22 01:30:00,0.132,0.15,0.13,0.078,13.2,-3.368,-99999.0,12.7,-99999.0,13.3,79,6353,97.09,9.2
2018-10-22 01:45:00,0.132,0.15,0.13,0.078,13.2,-3.438,-99999.0,12.7,-99999.0,13.3,78,6351,97.1,9.1
2018-10-22 02:00:00,0.132,0.15,0.13,0.078,13.2,-3.301,-99999.0,12.7,-99999.0,13.3,78,6350,97.09,9.0
2018-10-22 02:15:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.6,-99999.0,13.3,78,6350,97.09,8.8
2018-10-22 02:30:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.6,-99999.0,13.3,78,6350,97.08,8.6
2018-10-22 02:45:00,0.132,0.15,0.13,0.078,13.2,-3.438,-99999.0,12.6,-99999.0,13.3,78,6349,97.07,8.4
2018-10-22 03:00:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.6,-99999.0,13.3,78,6351,97.06,8.3
2018-10-22 03:15:00,0.132,0.15,0.13,0.078,13.2,-3.368,-99999.0,12.6,-99999.0,13.3,78,6350,97.06,8.4
2018-10-22 03:30:00,0.132,0.15,0.13,0.078,13.2,-3.236,-99999.0,12.6,-99999.0,13.3,78,6351,97.06,8.5
2018-10-22 03:45:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.5,-99999.0,13.2,78,6352,97.06,8.6
2018-10-22 04:00:00,0.132,0.15,0.13,0.078,13.2,-3.368,-99999.0,12.5,-99999.0,13.2,78,6350,97.05,8.4
2018-10-22 04:15:00,0.132,0.15,0.13,0.078,13.2,-3.236,-99999.0,12.5,-99999.0,13.2,78,6351,97.05,8.1
2018-10-22 04:30:00,0.132,0.15,0.13,0.078,13.2,-3.236,-99999.0,12.5,-99999.0,13.2,78,6346,97.04,7.8
2018-10-22 04:45:00,0.132,0.15,0.13,0.078,13.2,-3.587,-99999.0,12.5,-99999.0,13.2,78,6348,97.04,7.6
2018-10-22 05:00:00,0.132,0.15,0.13,0.078,13.2,-3.368,-99999.0,12.4,-99999.0,13.2,78,6347,97.04,7.3
2018-10-22 05:15:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.4,-99999.0,13.2,78,6348,97.03,7.1
2018-10-22 05:30:00,0.132,0.15,0.13,0.078,13.2,-3.587,-99999.0,12.4,-99999.0,13.2,78,6349,97.03,7.1
2018-10-22 05:45:00,0.132,0.15,0.13,0.078,13.2,-3.749,-99999.0,12.4,-99999.0,13.2,78,6346,97.03,6.9
2018-10-22 06:00:00,0.132,0.15,0.13,0.078,13.2,-3.511,-99999.0,12.4,-99999.0,13.2,78,6347,97.03,6.7
2018-10-22 06:15:00,0.132,0.15,0.13,0.078,13.2,-3.579,-99999.0,12.3,-99999.0,13.2,77,6344,97.03,6.5
2018-10-22 06:30:00,0.132,0.15,0.13,0.078,13.2,-3.438,-99999.0,12.3,-99999.0,13.2,78,6347,97.03,6.4
2018-10-22 06:45:00,0.132,0.15,0.13,0.078,13.2,-3.301,-99999.0,12.3,-99999.0,13.2,77,6345,97.04,6.3
2018-10-22 07:00:00,0.132,0.15,0.13,0.078,13.2,-3.438,-99999.0,12.3,-99999.0,13.2,77,6345,97.04,6.4
2018-10-22 07:15:00,0.132,0.15,0.13,0.078,13.2,-3.503,-99999.0,12.2,-99999.0,13.2,76,6334,97.06,6.5
2018-10-22 07:30:00,0.132,0.15,0.13,0.078,13.2,-3.345,-99999.0,12.2,-99999.0,13.2,77,6344,97.06,6.5
2018-10-22 07:45:00,0.132,0.15,0.13,0.078,13.2,-3.293,-99999.0,12.2,-99999.0,13.2,77,6344,97.07,6.5
2018-10-22 08:00:00,0.132,0.15,0.13,0.078,13.2,-3.632,-99999.0,12.2,-99999.0,13.2,77,6344,97.08,6.5
2018-10-22 08:15:00,0.132,0.15,0.13,0.078,13.2,-3.599,-99999.0,12.1,-99999.0,13.2,77,6345,97.11,6.6
2018-10-22 08:30:00,0.132,0.15,0.13,0.078,13.2,-3.641,-99999.0,12.1,-99999.0,13.2,77,6343,97.13,6.6
2018-10-22 08:45:00,0.132,0.15,0.13,0.078,13.2,-3.529,-99999.0,12.1,-99999.0,13.2,77,6343,97.14,6.6
2018-10-22 09:00:00,0.132,0.15,0.13,0.078,13.2,-3.399,-99999.0,12.1,-99999.0,13.2,77,6344,97.15,6.7
2018-10-22 09:15:00,0.132,0.15,0.13,0.078,13.2,-3.607,-99999.0,12.0,-99999.0,13.2,77,6345,97.17,6.7
2018-10-22 09:30:00,0.132,0.15,0.13,0.078,13.2,-3.583,-99999.0,12.0,-99999.0,13.2,77,6344,97.18,6.8
2018-10-22 09:45:00,0.132,0.15,0.13,0.078,13.1,-3.527,-99999.0,12.0,-99999.0,13.2,77,6341,97.2,7.0
2018-10-22 10:00:00,0.132,0.15,0.13,0.078,13.1,-3.568,-99999.0,12.0,-99999.0,13.2,77,6345,97.22,7.4
2018-10-22 10:15:00,0.132,0.15,0.13,0.078,13.1,-3.346,-99999.0,11.9,-99999.0,13.2,77,6344,97.25,8.1
2018-10-22 10:30:00,0.132,0.15,0.13,0.078,13.1,-3.168,-99999.0,11.9,-99999.0,13.2,78,6346,97.25,8.4
2018-10-22 10:45:00,0.132,0.15,0.13,0.078,13.1,-3.451,-99999.0,11.9,-99999.0,13.2,78,6346,97.25,8.8
2018-10-22 11:00:00,0.132,0.15,0.13,0.078,13.1,-3.568,-99999.0,11.9,-99999.0,13.2,77,6345,97.25,9.2
2018-10-22 11:15:00,0.132,0.15,0.13,0.078,13.1,-3.491,-99999.0,11.8,-99999.0,13.2,78,6347,97.26,9.6
2018-10-22 11:30:00,0.132,0.15,0.131,0.078,13.1,-3.519,-99999.0,11.8,-99999.0,13.2,78,6348,97.27,10.0
2018-10-22 11:45:00,0.132,0.15,0.131,0.078,13.1,-3.491,-99999.0,11.8,-99999.0,13.2,78,6348,97.27,10.6
2018-10-22 12:00:00,0.132,0.15,0.131,0.078,13.1,-3.491,-99999.0,11.8,-99999.0,13.2,78,6350,97.26,11.2
2018-10-22 12:15:00,0.132,0.15,0.131,0.078,13.1,-3.401,-99999.0,11.7,-99999.0,13.2,78,6348,97.25,11.6
2018-10-22 12:30:00,0.132,0.15,0.132,0.078,13.1,-3.277,-99999.0,11.7,-99999.0,13.2,79,6353,97.25,12.1
2018-10-22 12:45:00,0.132,0.15,0.132,0.078,13.1,-3.354,-99999.0,11.7,-99999.0,13.1,79,6353,97.26,12.4
2018-10-22 13:00:00,0.132,0.15,0.132,0.078,13.1,-3.307,-99999.0,11.7,-99999.0,13.1,79,6353,97.27,12.8
2018-10-22 13:15:00,0.132,0.15,0.132,0.078,13.1,-3.277,-99999.0,11.7,-99999.0,13.1,79,6356,97.26,13.2
2018-10-22 13:30:00,0.132,0.15,0.132,0.078,13.1,-3.427,-99999.0,11.7,-99999.0,13.1,79,6356,97.25,13.5
2018-10-22 13:45:00,0.132,0.15,0.132,0.078,13.1,-3.21,-99999.0,11.7,-99999.0,13.1,79,6358,97.25,13.9
2018-10-22 14:00:00,0.132,0.15,0.132,0.078,13.1,-3.443,-99999.0,11.7,-99999.0,13.1,80,6361,97.25,14.2
2018-10-22 14:15:00,0.132,0.15,0.132,0.078,13.1,-3.3,-99999.0,11.7,-99999.0,13.1,80,6361,97.25,14.4
2018-10-22 14:30:00,0.132,0.15,0.132,0.078,13.0,-3.309,-99999.0,11.7,-99999.0,13.1,80,6363,97.26,14.8
2018-10-22 14:45:00,0.132,0.15,0.132,0.078,13.0,-3.219,-99999.0,11.7,-99999.0,13.1,80,6365,97.26,15.2
2018-10-22 15:00:00,0.132,0.15,0.132,0.078,13.0,-3.264,-99999.0,11.7,-99999.0,13.1,81,6369,97.25,15.2
2018-10-22 15:15:00,0.132,0.15,0.132,0.078,13.0,-3.608,-99999.0,11.7,-99999.0,13.1,80,6366,97.25,15.1
2018-10-22 15:30:00,0.132,0.15,0.132,0.078,13.0,-3.428,-99999.0,11.7,-99999.0,13.1,81,6369,97.25,15.1
2018-10-22 15:45:00,0.132,0.15,0.132,0.078,13.0,-3.476,-99999.0,11.7,-99999.0,13.1,81,6369,97.24,15.1
2018-10-22 16:00:00,0.132,0.15,0.133,0.078,13.0,-3.402,-99999.0,11.7,-99999.0,13.1,81,6373,97.24,15.4
2018-10-22 16:15:00,0.132,0.15,0.133,0.078,13.0,-3.242,-99999.0,11.7,-99999.0,13.1,82,6375,97.25,16.1
2018-10-22 16:30:00,0.132,0.15,0.133,0.078,13.0,-3.545,-99999.0,11.8,-99999.0,13.1,82,6375,97.26,16.0
2018-10-22 16:45:00,0.132,0.15,0.132,0.078,13.0,-3.65,-99999.0,11.8,-99999.0,13.1,82,6374,97.27,15.6
2018-10-22 17:00:00,0.132,0.15,0.132,0.078,13.0,-3.444,-99999.0,11.8,-99999.0,13.1,82,6375,97.28,15.2
2018-10-22 17:15:00,0.132,0.15,0.132,0.078,13.0,-3.529,-99999.0,11.8,-99999.0,13.0,82,6375,97.3,14.8
2018-10-22 17:30:00,0.132,0.15,0.132,0.078,13.0,-3.625,-99999.0,11.8,-99999.0,13.0,81,6372,97.31,14.6
2018-10-22 17:45:00,0.132,0.15,0.132,0.078,13.0,-3.492,-99999.0,11.8,-99999.0,13.0,81,6373,97.32,14.4
2018-10-22 18:00:00,0.132,0.15,0.132,0.078,13.0,-3.545,-99999.0,11.9,-99999.0,13.0,82,6375,97.34,14.1
2018-10-22 18:15:00,0.132,0.15,0.132,0.078,13.0,-3.445,-99999.0,11.9,-99999.0,13.0,81,6372,97.34,13.9
2018-10-22 18:30:00,0.132,0.15,0.131,0.078,12.9,-3.571,-99999.0,11.9,-99999.0,13.0,81,6372,97.36,13.6
2018-10-22 18:45:00,0.132,0.15,0.131,0.078,12.9,-3.454,-99999.0,11.9,-99999.0,13.0,81,6372,97.39,13.3
2018-10-22 19:00:00,0.132,0.15,0.131,0.078,12.9,-3.579,-99999.0,11.9,-99999.0,13.0,81,6370,97.42,13.0
2018-10-22 19:15:00,0.132,0.15,0.131,0.078,12.9,-3.626,-99999.0,11.9,-99999.0,13.0,81,6368,97.44,12.6
2018-10-22 19:30:00,0.132,0.15,0.131,0.078,12.9,-3.555,-99999.0,12.0,-99999.0,13.0,81,6370,97.45,12.4
2018-10-22 19:45:00,0.132,0.15,0.131,0.078,12.9,-3.396,-99999.0,12.0,-99999.0,13.0,81,6370,97.46,12.3
2018-10-22 20:00:00,0.132,0.15,0.131,0.078,12.9,-3.685,-99999.0,12.0,-99999.0,13.0,81,6371,97.49,12.2
2018-10-22 20:15:00,0.132,0.15,0.131,0.078,12.9,-3.396,-99999.0,12.0,-99999.0,13.0,81,6369,97.52,12.1
2018-10-22 20:30:00,0.132,0.15,0.131,0.078,12.9,-3.454,-99999.0,12.0,-99999.0,13.0,81,6369,97.52,12.1
2018-10-22 20:45:00,0.132,0.15,0.131,0.078,12.9,-3.555,-99999.0,12.0,-99999.0,13.0,81,6369,97.54,11.9
2018-10-22 21:00:00,0.132,0.15,0.131,0.078,12.9,-3.71,-99999.0,12.0,-99999.0,13.0,81,6369,97.55,11.4
2018-10-22 21:15:00,0.132,0.15,0.13,0.078,12.9,-3.587,-99999.0,12.0,-99999.0,13.0,81,6368,97.54,11.1
2018-10-22 21:30:00,0.132,0.15,0.13,0.078,12.9,-3.587,-99999.0,12.0,-99999.0,13.0,81,6368,97.55,10.8
2018-10-22 21:45:00,0.132,0.15,0.13,0.078,12.9,-3.711,-99999.0,12.0,-99999.0,13.0,81,6367,97.57,10.8
2018-10-22 22:00:00,0.132,0.15,0.13,0.078,12.9,-3.475,-99999.0,12.0,-99999.0,13.0,80,6366,97.59,10.9
2018-10-22 22:15:00,0.132,0.15,0.13,0.078,12.9,-3.475,-99999.0,12.0,-99999.0,13.0,80,6364,97.59,10.9
2018-10-22 22:30:00,0.132,0.15,0.13,0.078,12.9,-3.604,-99999.0,12.0,-99999.0,13.0,80,6365,97.61,10.9
2018-10-22 22:45:00,0.132,0.15,0.13,0.078,12.9,-3.579,-99999.0,12.0,-99999.0,12.9,80,6364,97.61,10.9
2018-10-22 23:00:00,0.132,0.15,0.13,0.078,12.9,-3.559,-99999.0,12.0,-99999.0,12.9,80,6366,97.62,10.8
2018-10-22 23:15:00,0.132,0.15,0.13,0.078,12.9,-3.534,-99999.0,12.0,-99999.0,12.9,80,6364,97.62,10.6
2018-10-22 23:30:00,0.132,0.15,0.13,0.078,12.9,-3.571,-99999.0,12.0,-99999.0,12.9,80,6360,97.63,10.2
2018-10-22 23:45:00,0.132,0.15,0.13,0.078,12.9,-3.534,-99999.0,12.0,-99999.0,12.9,80,6363,97.62,9.9
2018-10-23 00:00:00,0.132,0.15,0.13,0.078,12.9,-3.579,-99999.0,12.0,-99999.0,12.9,80,6363,97.62,9.6
2018-10-23 00:15:00,0.132,0.15,0.13,0.078,12.9,-3.637,-99999.0,12.0,-99999.0,12.9,79,6354,97.63,9.4
2018-10-23 00:30:00,0.132,0.15,0.13,0.078,12.9,-3.51,-99999.0,12.0,-99999.0,12.9,79,6356,97.63,9.0
2018-10-23 00:45:00,0.132,0.15,0.13,0.078,12.9,-3.571,-99999.0,12.0,-99999.0,12.9,79,6356,97.61,8.8
2018-10-23 01:00:00,0.132,0.15,0.13,0.078,12.9,-3.51,-99999.0,12.0,-99999.0,12.9,79,6355,97.61,8.6
2018-10-23 01:15:00,0.132,0.15,0.13,0.078,12.8,-3.613,-99999.0,12.0,-99999.0,12.9,79,6354,97.6,8.3
2018-10-23 01:30:00,0.132,0.15,0.13,0.078,12.8,-3.589,-99999.0,12.0,-99999.0,12.9,79,6354,97.61,8.1
2018-10-23 01:45:00,0.132,0.15,0.13,0.078,12.8,-3.528,-99999.0,12.0,-99999.0,12.9,79,6354,97.6,7.9
2018-10-23 02:00:00,0.132,0.15,0.13,0.078,12.8,-3.581,-99999.0,11.9,-99999.0,12.9,79,6354,97.6,7.8
2018-10-23 02:15:00,0.132,0.15,0.129,0.078,12.8,-3.606,-99999.0,11.9,-99999.0,12.9,78,6351,97.59,7.6
2018-10-23 02:30:00,0.132,0.15,0.129,0.078,12.8,-3.552,-99999.0,11.9,-99999.0,12.9,79,6354,97.58,7.5
2018-10-23 02:45:00,0.132,0.15,0.129,0.078,12.8,-3.614,-99999.0,11.9,-99999.0,12.9,79,6353,97.58,7.4
2018-10-23 03:00:00,0.132,0.15,0.129,0.078,12.8,-3.536,-99999.0,11.9,-99999.0,12.9,78,6352,97.59,7.2
2018-10-23 03:15:00,0.132,0.15,0.129,0.078,12.8,-3.581,-99999.0,11.9,-99999.0,12.9,78,6352,97.61,7.2
2018-10-23 03:30:00,0.132,0.15,0.129,0.078,12.8,-3.536,-99999.0,11.9,-99999.0,12.9,78,6350,97.63,7.2
2018-10-23 03:45:00,0.132,0.15,0.13,0.078,12.8,-3.479,-99999.0,11.9,-99999.0,12.9,78,6351,97.64,7.3
2018-10-23 04:00:00,0.132,0.15,0.13,0.078,12.8,-3.511,-99999.0,11.8,-99999.0,12.9,78,6352,97.63,7.2
2018-10-23 04:15:00,0.132,0.15,0.129,0.078,12.8,-3.573,-99999.0,11.8,-99999.0,12.9,78,6350,97.64,7.2
2018-10-23 04:30:00,0.132,0.15,0.129,0.078,12.8,-3.548,-99999.0,11.8,-99999.0,12.9,78,6351,97.63,7.0
2018-10-23 04:45:00,0.132,0.15,0.129,0.078,12.8,-3.471,-99999.0,11.8,-99999.0,12.9,78,6352,97.63,7.0
2018-10-23 05:00:00,0.132,0.15,0.129,0.078,12.8,-3.455,-99999.0,11.8,-99999.0,12.9,78,6350,97.62,6.9
2018-10-23 05:15:00,0.132,0.15,0.129,0.078,12.8,-3.581,-99999.0,11.8,-99999.0,12.9,78,6349,97.61,6.8
2018-10-23 05:30:00,0.132,0.15,0.129,0.078,12.8,-3.471,-99999.0,11.7,-99999.0,12.9,78,6350,97.62,6.8
2018-10-23 05:45:00,0.132,0.15,0.129,0.078,12.8,-3.556,-99999.0,11.7,-99999.0,12.9,78,6348,97.6,6.9
2018-10-23 06:00:00,0.132,0.15,0.129,0.078,12.8,-3.587,-99999.0,11.7,-99999.0,12.9,78,6350,97.6,6.9
2018-10-23 06:15:00,0.132,0.15,0.13,0.078,12.8,-3.548,-99999.0,11.7,-99999.0,12.9,78,6350,97.59,6.9
2018-10-23 06:30:00,0.132,0.15,0.129,0.078,12.8,-3.628,-99999.0,11.7,-99999.0,12.9,78,6350,97.6,6.8
2018-10-23 06:45:00,0.132,0.15,0.129,0.078,12.8,-3.532,-99999.0,11.7,-99999.0,12.9,78,6349,97.63,6.7
