"Date_CET";"T2.1";"T3.2";"T7.2";"T6.2";"T6.1";"T4.1"
2019-08-13;11.4453515789474;11.3969089473684;10.8980672222222;10.9201852631579;10.9603352631579;11.3197615
2019-08-14;11.4654865;11.41923;10.9185871428571;10.9381123529412;10.9824605882353;11.339742
2019-08-15;11.4854476470588;11.4400482352941;10.9413828571429;10.9631785;11.008441;11.3589483333333
2019-08-16;11.5111661904762;11.4634195238095;10.9631766666667;10.9884083333333;11.0348688888889;11.3787373684211
2019-08-17;11.532795;11.490595;10.9838604761905;11.0182936363636;11.0679445454545;11.4009361111111
2019-08-18;11.5522510526316;11.5177721052632;11.0058035;11.0494868181818;11.0984295454545;11.4171255
2019-08-19;11.5706465217391;11.5449291304348;11.0262265217391;11.0794218181818;11.1285231818182;11.4382426086957
2019-08-20;11.5851823809524;11.5623428571429;11.0439685714286;11.1014431578947;11.1481989473684;11.4558481818182
2019-08-21;11.6060722222222;11.5824861111111;11.0633080952381;11.1212738888889;11.1634011111111;11.476095
2019-08-22;11.6339452;11.5981196;11.0830427272727;11.1473344444444;11.1902614814815;11.4963289473684
2019-08-23;11.6535122222222;11.6148030555556;11.1015289473684;11.17058;11.2169844444444;11.5140886363636
2019-08-24;11.67123225;11.6375345;11.1206436363636;11.1983255;11.247416;11.5319230434783
2019-08-25;11.6872585;11.65800125;11.1420122727273;11.2298166666667;11.2757492592593;11.5497479166667
2019-08-26;11.7063336363636;11.6816863636364;11.1613818181818;11.2602618181818;11.3043763636364;11.5659895454545
2019-08-27;11.72705375;11.70469125;11.1829847368421;11.289688125;11.331985;11.5834779166667
2019-08-28;11.7456205;11.726538;11.2020261111111;11.3178277777778;11.3595083333333;11.6002627272727
2019-08-29;11.7669273913043;11.748027826087;11.2224495652174;11.3438217647059;11.3882594117647;11.6174556521739
2019-08-30;11.7870372222222;11.7678733333333;11.24016;11.3713561904762;11.4152080952381;11.6333684210526
2019-08-31;11.8081763157895;11.7866047368421;11.2593115;11.3974272222222;11.4410838888889;11.6521057894737
2019-09-01;11.8303745;11.8076285;11.2766886363636;11.4236963157895;11.4689421052632;11.6670772727273
2019-09-02;11.8540305263158;11.8274984210526;11.2930744444444;11.4462605882353;11.4923170588235;11.6834042857143
2019-09-03;11.8804715789474;11.8489505263158;11.3120727777778;11.4697311111111;11.5160383333333;11.700807
2019-09-04;11.903196;11.8674645;11.33087;11.4949433333333;11.541530952381;11.715988
2019-09-05;11.9252715789474;11.8854752631579;11.3476180952381;11.5196161904762;11.5659180952381;11.732757
2019-09-06;11.9442611111111;11.8997438888889;11.3640047368421;11.5426763636364;11.5866527272727;11.7472015
2019-09-07;11.9642595238095;11.9151247619048;11.3829640909091;11.5644252173913;11.6039860869565;11.76593
2019-09-08;11.9836947619048;11.9264485714286;11.3964733333333;11.5866968181818;11.6232495454545;11.7806071428571
